abstract_sku,metric_name,raw_value,store,locale
M1014656,random,0,DE,"de_DE,en_US"
M1014866,pdp_impressions,3450,DE,"de_DE,en_US"
M1014866,top_seller,284,DE,"de_DE,en_US"
M1014866,random,0,DE,"de_DE,en_US"
M1014870,pdp_impressions,76,DE,"de_DE,en_US"
M1014870,top_seller,345,DE,"de_DE,en_US"
M1014870,random,0,DE,"de_DE,en_US"
M1014871,pdp_impressions,2201,DE,"de_DE,en_US"
M1014871,top_seller,146,DE,"de_DE,en_US"
M1014871,random,0,DE,"de_DE,en_US"
M1014874,pdp_impressions,2167,DE,"de_DE,en_US"
M1014874,top_seller,167,DE,"de_DE,en_US"
M1014874,random,0,DE,"de_DE,en_US"
M1014948,pdp_impressions,3,DE,"de_DE,en_US"
M1014948,top_seller,85,DE,"de_DE,en_US"
M1014948,random,0,DE,"de_DE,en_US"
M1015355,pdp_impressions,2952,DE,"de_DE,en_US"
M1015355,top_seller,78,DE,"de_DE,en_US"
M1015355,random,0,DE,"de_DE,en_US"
M1015356,pdp_impressions,2610,DE,"de_DE,en_US"
M1015356,top_seller,15,DE,"de_DE,en_US"
M1015356,random,0,DE,"de_DE,en_US"
M1016129,pdp_impressions,2141,DE,"de_DE,en_US"
M1016129,top_seller,180,DE,"de_DE,en_US"
M1016129,random,0,DE,"de_DE,en_US"
M1017902,pdp_impressions,360,DE,"de_DE,en_US"
M1017902,top_seller,19,DE,"de_DE,en_US"
M1017902,random,0,DE,"de_DE,en_US"
M1017905,pdp_impressions,21,DE,"de_DE,en_US"
M1017905,top_seller,55,DE,"de_DE,en_US"
M1017905,random,0,DE,"de_DE,en_US"
M1017945,pdp_impressions,12045,DE,"de_DE,en_US"
M1017945,top_seller,84,DE,"de_DE,en_US"
M1017945,random,0,DE,"de_DE,en_US"
M1018211,pdp_impressions,11371,DE,"de_DE,en_US"
M1018211,top_seller,60,DE,"de_DE,en_US"
M1018211,random,0,DE,"de_DE,en_US"
M1018212,pdp_impressions,2255,DE,"de_DE,en_US"
M1018212,top_seller,11,DE,"de_DE,en_US"
M1018212,random,0,DE,"de_DE,en_US"
M1022632,pdp_impressions,3068,DE,"de_DE,en_US"
M1022632,top_seller,38,DE,"de_DE,en_US"
M1022632,random,0,DE,"de_DE,en_US"
M1022640,pdp_impressions,1033,DE,"de_DE,en_US"
M1022640,top_seller,39,DE,"de_DE,en_US"
M1022640,random,0,DE,"de_DE,en_US"
M1022643,pdp_impressions,635,DE,"de_DE,en_US"
M1022643,top_seller,40,DE,"de_DE,en_US"
M1022643,random,0,DE,"de_DE,en_US"
M1024601,pdp_impressions,6989,DE,"de_DE,en_US"
M1024601,top_seller,15,DE,"de_DE,en_US"
M1024601,random,0,DE,"de_DE,en_US"
M1024684,pdp_impressions,11847,DE,"de_DE,en_US"
M1024684,top_seller,243,DE,"de_DE,en_US"
M1024684,random,0,DE,"de_DE,en_US"
M1024689,pdp_impressions,389,DE,"de_DE,en_US"
M1024689,top_seller,76,DE,"de_DE,en_US"
M1024689,random,0,DE,"de_DE,en_US"
M1028038,pdp_impressions,1557,DE,"de_DE,en_US"
M1028038,top_seller,330,DE,"de_DE,en_US"
M1028038,random,0,DE,"de_DE,en_US"
M1028049,pdp_impressions,5415,DE,"de_DE,en_US"
M1028049,top_seller,679,DE,"de_DE,en_US"
M1028049,random,0,DE,"de_DE,en_US"
M1028061,pdp_impressions,15551,DE,"de_DE,en_US"
M1028061,top_seller,98,DE,"de_DE,en_US"
M1028061,random,0,DE,"de_DE,en_US"
M1028062,pdp_impressions,1439,DE,"de_DE,en_US"
M1028062,top_seller,161,DE,"de_DE,en_US"
M1028062,random,0,DE,"de_DE,en_US"
M1028095,pdp_impressions,9001,DE,"de_DE,en_US"
M1028095,top_seller,13,DE,"de_DE,en_US"
M1028095,random,0,DE,"de_DE,en_US"
M1028375,pdp_impressions,914,DE,"de_DE,en_US"
M1028375,top_seller,277,DE,"de_DE,en_US"
M1028375,random,0,DE,"de_DE,en_US"
M1028376,pdp_impressions,5144,DE,"de_DE,en_US"
M1028376,top_seller,21,DE,"de_DE,en_US"
M1028376,random,0,DE,"de_DE,en_US"
M1028483,pdp_impressions,3609,DE,"de_DE,en_US"
M1028483,top_seller,60,DE,"de_DE,en_US"
M1028483,random,0,DE,"de_DE,en_US"
M1028702,pdp_impressions,61,DE,"de_DE,en_US"
M1028702,top_seller,37,DE,"de_DE,en_US"
M1028702,random,0,DE,"de_DE,en_US"
M1030133,pdp_impressions,1387,DE,"de_DE,en_US"
M1030133,top_seller,123,DE,"de_DE,en_US"
M1030133,random,0,DE,"de_DE,en_US"
M1031236,pdp_impressions,7034,DE,"de_DE,en_US"
M1031236,top_seller,191,DE,"de_DE,en_US"
M1031236,random,0,DE,"de_DE,en_US"
M1031238,pdp_impressions,9138,DE,"de_DE,en_US"
M1031238,top_seller,109,DE,"de_DE,en_US"
M1031238,random,0,DE,"de_DE,en_US"
M10569,pdp_impressions,969,DE,"de_DE,en_US"
M10569,top_seller,35,DE,"de_DE,en_US"
M10569,random,0,DE,"de_DE,en_US"
M10577,pdp_impressions,2154,DE,"de_DE,en_US"
M10577,top_seller,256,DE,"de_DE,en_US"
M10577,random,0,DE,"de_DE,en_US"
M1079219,pdp_impressions,3665,DE,"de_DE,en_US"
M1079219,top_seller,41,DE,"de_DE,en_US"
M1079219,random,0,DE,"de_DE,en_US"
M1079221,pdp_impressions,1412,DE,"de_DE,en_US"
M1079221,top_seller,0,DE,"de_DE,en_US"
M1079221,random,0,DE,"de_DE,en_US"
M1079222,pdp_impressions,252,DE,"de_DE,en_US"
M1079222,top_seller,158,DE,"de_DE,en_US"
M1079222,random,0,DE,"de_DE,en_US"
M1079243,pdp_impressions,167,DE,"de_DE,en_US"
M1079243,top_seller,125,DE,"de_DE,en_US"
M1079243,random,0,DE,"de_DE,en_US"
M1080190,pdp_impressions,4508,DE,"de_DE,en_US"
M1080190,top_seller,157,DE,"de_DE,en_US"
M1080190,random,0,DE,"de_DE,en_US"
M10871,pdp_impressions,418,DE,"de_DE,en_US"
M10871,top_seller,67,DE,"de_DE,en_US"
M10871,random,0,DE,"de_DE,en_US"
M10872,pdp_impressions,4609,DE,"de_DE,en_US"
M10872,top_seller,37,DE,"de_DE,en_US"
M10872,random,0,DE,"de_DE,en_US"
M111,pdp_impressions,290,DE,"de_DE,en_US"
M111,top_seller,60,DE,"de_DE,en_US"
M111,random,0,DE,"de_DE,en_US"
M11222,pdp_impressions,1368,DE,"de_DE,en_US"
M11222,top_seller,225,DE,"de_DE,en_US"
M11222,random,0,DE,"de_DE,en_US"
M11306,pdp_impressions,9258,DE,"de_DE,en_US"
M11306,top_seller,24,DE,"de_DE,en_US"
M11306,random,0,DE,"de_DE,en_US"
M11473,pdp_impressions,71,DE,"de_DE,en_US"
M11473,top_seller,219,DE,"de_DE,en_US"
M11473,random,0,DE,"de_DE,en_US"
M11480,pdp_impressions,12632,DE,"de_DE,en_US"
M11480,top_seller,223,DE,"de_DE,en_US"
M11480,random,0,DE,"de_DE,en_US"
M11542,pdp_impressions,1302,DE,"de_DE,en_US"
M11542,top_seller,272,DE,"de_DE,en_US"
M11542,random,0,DE,"de_DE,en_US"
M12655,pdp_impressions,1374,DE,"de_DE,en_US"
M12655,top_seller,25,DE,"de_DE,en_US"
M12655,random,0,DE,"de_DE,en_US"
M12656,pdp_impressions,1317,DE,"de_DE,en_US"
M12656,top_seller,18,DE,"de_DE,en_US"
M12656,random,0,DE,"de_DE,en_US"
M14054,pdp_impressions,995,DE,"de_DE,en_US"
M14054,top_seller,96,DE,"de_DE,en_US"
M14054,random,0,DE,"de_DE,en_US"
M15127,pdp_impressions,3195,DE,"de_DE,en_US"
M15127,top_seller,91,DE,"de_DE,en_US"
M15127,random,0,DE,"de_DE,en_US"
M15226,pdp_impressions,471,DE,"de_DE,en_US"
M15226,top_seller,1,DE,"de_DE,en_US"
M15226,random,0,DE,"de_DE,en_US"
M1896,pdp_impressions,19,DE,"de_DE,en_US"
M1896,top_seller,111,DE,"de_DE,en_US"
M1896,random,0,DE,"de_DE,en_US"
M21062,pdp_impressions,8935,DE,"de_DE,en_US"
M21062,top_seller,160,DE,"de_DE,en_US"
M21062,random,0,DE,"de_DE,en_US"
M21066,pdp_impressions,8777,DE,"de_DE,en_US"
M21066,top_seller,146,DE,"de_DE,en_US"
M21066,random,0,DE,"de_DE,en_US"
M21067,pdp_impressions,270,DE,"de_DE,en_US"
M21067,top_seller,7,DE,"de_DE,en_US"
M21067,random,0,DE,"de_DE,en_US"
M21073,pdp_impressions,623,DE,"de_DE,en_US"
M21073,top_seller,5,DE,"de_DE,en_US"
M21073,random,0,DE,"de_DE,en_US"
M21090,pdp_impressions,735,DE,"de_DE,en_US"
M21090,top_seller,39,DE,"de_DE,en_US"
M21090,random,0,DE,"de_DE,en_US"
M21091,pdp_impressions,17161,DE,"de_DE,en_US"
M21091,top_seller,137,DE,"de_DE,en_US"
M21091,random,0,DE,"de_DE,en_US"
M21092,pdp_impressions,6592,DE,"de_DE,en_US"
M21092,top_seller,27,DE,"de_DE,en_US"
M21092,random,0,DE,"de_DE,en_US"
M21093,pdp_impressions,69,DE,"de_DE,en_US"
M21093,top_seller,78,DE,"de_DE,en_US"
M21093,random,0,DE,"de_DE,en_US"
M21094,pdp_impressions,1110,DE,"de_DE,en_US"
M21094,top_seller,135,DE,"de_DE,en_US"
M21094,random,0,DE,"de_DE,en_US"
M21097,pdp_impressions,1522,DE,"de_DE,en_US"
M21097,top_seller,177,DE,"de_DE,en_US"
M21097,random,0,DE,"de_DE,en_US"
M21099,pdp_impressions,539,DE,"de_DE,en_US"
M21099,top_seller,134,DE,"de_DE,en_US"
M21099,random,0,DE,"de_DE,en_US"
M21100,pdp_impressions,11283,DE,"de_DE,en_US"
M21100,top_seller,120,DE,"de_DE,en_US"
M21100,random,0,DE,"de_DE,en_US"
M21101,pdp_impressions,4016,DE,"de_DE,en_US"
M21101,top_seller,60,DE,"de_DE,en_US"
M21101,random,0,DE,"de_DE,en_US"
M21103,pdp_impressions,272,DE,"de_DE,en_US"
M21103,top_seller,618,DE,"de_DE,en_US"
M21103,random,0,DE,"de_DE,en_US"
M21104,pdp_impressions,3455,DE,"de_DE,en_US"
M21104,top_seller,112,DE,"de_DE,en_US"
M21104,random,0,DE,"de_DE,en_US"
M21105,pdp_impressions,2448,DE,"de_DE,en_US"
M21105,top_seller,219,DE,"de_DE,en_US"
M21105,random,0,DE,"de_DE,en_US"
M21189,pdp_impressions,868,DE,"de_DE,en_US"
M21189,top_seller,133,DE,"de_DE,en_US"
M21189,random,0,DE,"de_DE,en_US"
M21190,pdp_impressions,4585,DE,"de_DE,en_US"
M21190,top_seller,123,DE,"de_DE,en_US"
M21190,random,0,DE,"de_DE,en_US"
M21191,pdp_impressions,2016,DE,"de_DE,en_US"
M21191,top_seller,74,DE,"de_DE,en_US"
M21191,random,0,DE,"de_DE,en_US"
M21193,pdp_impressions,373,DE,"de_DE,en_US"
M21193,top_seller,303,DE,"de_DE,en_US"
M21193,random,0,DE,"de_DE,en_US"
M21194,pdp_impressions,1431,DE,"de_DE,en_US"
M21194,top_seller,19,DE,"de_DE,en_US"
M21194,random,0,DE,"de_DE,en_US"
M21195,pdp_impressions,488,DE,"de_DE,en_US"
M21195,top_seller,112,DE,"de_DE,en_US"
M21195,random,0,DE,"de_DE,en_US"
M21196,pdp_impressions,9503,DE,"de_DE,en_US"
M21196,top_seller,31,DE,"de_DE,en_US"
M21196,random,0,DE,"de_DE,en_US"
M21197,pdp_impressions,1080,DE,"de_DE,en_US"
M21197,top_seller,111,DE,"de_DE,en_US"
M21197,random,0,DE,"de_DE,en_US"
M21200,pdp_impressions,3080,DE,"de_DE,en_US"
M21200,top_seller,16,DE,"de_DE,en_US"
M21200,random,0,DE,"de_DE,en_US"
M21201,pdp_impressions,1748,DE,"de_DE,en_US"
M21201,top_seller,210,DE,"de_DE,en_US"
M21201,random,0,DE,"de_DE,en_US"
M21202,pdp_impressions,7509,DE,"de_DE,en_US"
M21202,top_seller,193,DE,"de_DE,en_US"
M21202,random,0,DE,"de_DE,en_US"
M21203,pdp_impressions,5518,DE,"de_DE,en_US"
M21203,top_seller,2,DE,"de_DE,en_US"
M21203,random,0,DE,"de_DE,en_US"
M21205,pdp_impressions,1688,DE,"de_DE,en_US"
M21205,top_seller,81,DE,"de_DE,en_US"
M21205,random,0,DE,"de_DE,en_US"
M21296,pdp_impressions,2679,DE,"de_DE,en_US"
M21296,top_seller,69,DE,"de_DE,en_US"
M21296,random,0,DE,"de_DE,en_US"
M21299,pdp_impressions,709,DE,"de_DE,en_US"
M21299,top_seller,56,DE,"de_DE,en_US"
M21299,random,0,DE,"de_DE,en_US"
M213,pdp_impressions,3795,DE,"de_DE,en_US"
M213,top_seller,168,DE,"de_DE,en_US"
M213,random,0,DE,"de_DE,en_US"
M21635,pdp_impressions,2110,DE,"de_DE,en_US"
M21635,top_seller,48,DE,"de_DE,en_US"
M21635,random,0,DE,"de_DE,en_US"
M21636,pdp_impressions,4085,DE,"de_DE,en_US"
M21636,top_seller,53,DE,"de_DE,en_US"
M21636,random,0,DE,"de_DE,en_US"
M21637,pdp_impressions,516,DE,"de_DE,en_US"
M21637,top_seller,29,DE,"de_DE,en_US"
M21637,random,0,DE,"de_DE,en_US"
M21638,pdp_impressions,1800,DE,"de_DE,en_US"
M21638,top_seller,159,DE,"de_DE,en_US"
M21638,random,0,DE,"de_DE,en_US"
M21646,pdp_impressions,9081,DE,"de_DE,en_US"
M21646,top_seller,320,DE,"de_DE,en_US"
M21646,random,0,DE,"de_DE,en_US"
M21648,pdp_impressions,2344,DE,"de_DE,en_US"
M21648,top_seller,73,DE,"de_DE,en_US"
M21648,random,0,DE,"de_DE,en_US"
M21650,pdp_impressions,4077,DE,"de_DE,en_US"
M21650,top_seller,107,DE,"de_DE,en_US"
M21650,random,0,DE,"de_DE,en_US"
M21679,pdp_impressions,1,DE,"de_DE,en_US"
M21679,top_seller,55,DE,"de_DE,en_US"
M21679,random,0,DE,"de_DE,en_US"
M21680,pdp_impressions,15837,DE,"de_DE,en_US"
M21680,top_seller,15,DE,"de_DE,en_US"
M21680,random,0,DE,"de_DE,en_US"
M21681,pdp_impressions,1968,DE,"de_DE,en_US"
M21681,top_seller,123,DE,"de_DE,en_US"
M21681,random,0,DE,"de_DE,en_US"
M21684,pdp_impressions,2133,DE,"de_DE,en_US"
M21684,top_seller,78,DE,"de_DE,en_US"
M21684,random,0,DE,"de_DE,en_US"
M21690,pdp_impressions,8266,DE,"de_DE,en_US"
M21690,top_seller,3,DE,"de_DE,en_US"
M21690,random,0,DE,"de_DE,en_US"
M21691,pdp_impressions,991,DE,"de_DE,en_US"
M21691,top_seller,343,DE,"de_DE,en_US"
M21691,random,0,DE,"de_DE,en_US"
M21692,pdp_impressions,155,DE,"de_DE,en_US"
M21692,top_seller,68,DE,"de_DE,en_US"
M21692,random,0,DE,"de_DE,en_US"
M21693,pdp_impressions,359,DE,"de_DE,en_US"
M21693,top_seller,206,DE,"de_DE,en_US"
M21693,random,0,DE,"de_DE,en_US"
M21694,pdp_impressions,5157,DE,"de_DE,en_US"
M21694,top_seller,37,DE,"de_DE,en_US"
M21694,random,0,DE,"de_DE,en_US"
M21703,pdp_impressions,1959,DE,"de_DE,en_US"
M21703,top_seller,272,DE,"de_DE,en_US"
M21703,random,0,DE,"de_DE,en_US"
M21704,pdp_impressions,916,DE,"de_DE,en_US"
M21704,top_seller,260,DE,"de_DE,en_US"
M21704,random,0,DE,"de_DE,en_US"
M21705,pdp_impressions,2045,DE,"de_DE,en_US"
M21705,top_seller,58,DE,"de_DE,en_US"
M21705,random,0,DE,"de_DE,en_US"
M21708,pdp_impressions,5293,DE,"de_DE,en_US"
M21708,top_seller,33,DE,"de_DE,en_US"
M21708,random,0,DE,"de_DE,en_US"
M21711,pdp_impressions,1435,DE,"de_DE,en_US"
M21711,top_seller,71,DE,"de_DE,en_US"
M21711,random,0,DE,"de_DE,en_US"
M21713,pdp_impressions,2892,DE,"de_DE,en_US"
M21713,top_seller,150,DE,"de_DE,en_US"
M21713,random,0,DE,"de_DE,en_US"
M21714,pdp_impressions,13553,DE,"de_DE,en_US"
M21714,top_seller,113,DE,"de_DE,en_US"
M21714,random,0,DE,"de_DE,en_US"
M21715,pdp_impressions,940,DE,"de_DE,en_US"
M21715,top_seller,204,DE,"de_DE,en_US"
M21715,random,0,DE,"de_DE,en_US"
M21716,pdp_impressions,481,DE,"de_DE,en_US"
M21716,top_seller,11,DE,"de_DE,en_US"
M21716,random,0,DE,"de_DE,en_US"
M21717,pdp_impressions,4116,DE,"de_DE,en_US"
M21717,top_seller,5,DE,"de_DE,en_US"
M21717,random,0,DE,"de_DE,en_US"
M21740,pdp_impressions,4856,DE,"de_DE,en_US"
M21740,top_seller,327,DE,"de_DE,en_US"
M21740,random,0,DE,"de_DE,en_US"
M21741,pdp_impressions,46,DE,"de_DE,en_US"
M21741,top_seller,29,DE,"de_DE,en_US"
M21741,random,0,DE,"de_DE,en_US"
M21742,pdp_impressions,7040,DE,"de_DE,en_US"
M21742,top_seller,0,DE,"de_DE,en_US"
M21742,random,0,DE,"de_DE,en_US"
M21743,pdp_impressions,4701,DE,"de_DE,en_US"
M21743,top_seller,133,DE,"de_DE,en_US"
M21743,random,0,DE,"de_DE,en_US"
M21744,pdp_impressions,117,DE,"de_DE,en_US"
M21744,top_seller,48,DE,"de_DE,en_US"
M21744,random,0,DE,"de_DE,en_US"
M21745,pdp_impressions,14471,DE,"de_DE,en_US"
M21745,top_seller,89,DE,"de_DE,en_US"
M21745,random,0,DE,"de_DE,en_US"
M21759,pdp_impressions,537,DE,"de_DE,en_US"
M21759,top_seller,14,DE,"de_DE,en_US"
M21759,random,0,DE,"de_DE,en_US"
M21766,pdp_impressions,1044,DE,"de_DE,en_US"
M21766,top_seller,416,DE,"de_DE,en_US"
M21766,random,0,DE,"de_DE,en_US"
M21771,pdp_impressions,3751,DE,"de_DE,en_US"
M21771,top_seller,87,DE,"de_DE,en_US"
M21771,random,0,DE,"de_DE,en_US"
M21772,pdp_impressions,3394,DE,"de_DE,en_US"
M21772,top_seller,85,DE,"de_DE,en_US"
M21772,random,0,DE,"de_DE,en_US"
M21773,pdp_impressions,1039,DE,"de_DE,en_US"
M21773,top_seller,121,DE,"de_DE,en_US"
M21773,random,0,DE,"de_DE,en_US"
M21774,pdp_impressions,8607,DE,"de_DE,en_US"
M21774,top_seller,122,DE,"de_DE,en_US"
M21774,random,0,DE,"de_DE,en_US"
M21777,pdp_impressions,766,DE,"de_DE,en_US"
M21777,top_seller,72,DE,"de_DE,en_US"
M21777,random,0,DE,"de_DE,en_US"
M21778,pdp_impressions,12547,DE,"de_DE,en_US"
M21778,top_seller,81,DE,"de_DE,en_US"
M21778,random,0,DE,"de_DE,en_US"
M21779,pdp_impressions,1963,DE,"de_DE,en_US"
M21779,top_seller,0,DE,"de_DE,en_US"
M21779,random,0,DE,"de_DE,en_US"
M21903,pdp_impressions,3288,DE,"de_DE,en_US"
M21903,top_seller,128,DE,"de_DE,en_US"
M21903,random,0,DE,"de_DE,en_US"
M22230,pdp_impressions,876,DE,"de_DE,en_US"
M22230,top_seller,16,DE,"de_DE,en_US"
M22230,random,0,DE,"de_DE,en_US"
M22232,pdp_impressions,2906,DE,"de_DE,en_US"
M22232,top_seller,77,DE,"de_DE,en_US"
M22232,random,0,DE,"de_DE,en_US"
M22269,pdp_impressions,2585,DE,"de_DE,en_US"
M22269,top_seller,77,DE,"de_DE,en_US"
M22269,random,0,DE,"de_DE,en_US"
M22293,pdp_impressions,3362,DE,"de_DE,en_US"
M22293,top_seller,406,DE,"de_DE,en_US"
M22293,random,0,DE,"de_DE,en_US"
M22397,pdp_impressions,58,DE,"de_DE,en_US"
M22397,top_seller,386,DE,"de_DE,en_US"
M22397,random,0,DE,"de_DE,en_US"
M22398,pdp_impressions,572,DE,"de_DE,en_US"
M22398,top_seller,53,DE,"de_DE,en_US"
M22398,random,0,DE,"de_DE,en_US"
M22410,pdp_impressions,4549,DE,"de_DE,en_US"
M22410,top_seller,39,DE,"de_DE,en_US"
M22410,random,0,DE,"de_DE,en_US"
M22411,pdp_impressions,189,DE,"de_DE,en_US"
M22411,top_seller,34,DE,"de_DE,en_US"
M22411,random,0,DE,"de_DE,en_US"
M22412,pdp_impressions,101,DE,"de_DE,en_US"
M22412,top_seller,94,DE,"de_DE,en_US"
M22412,random,0,DE,"de_DE,en_US"
M22432,pdp_impressions,74,DE,"de_DE,en_US"
M22432,top_seller,80,DE,"de_DE,en_US"
M22432,random,0,DE,"de_DE,en_US"
M22484,pdp_impressions,5047,DE,"de_DE,en_US"
M22484,top_seller,356,DE,"de_DE,en_US"
M22484,random,0,DE,"de_DE,en_US"
M226,pdp_impressions,7449,DE,"de_DE,en_US"
M226,top_seller,103,DE,"de_DE,en_US"
M226,random,0,DE,"de_DE,en_US"
M22613,pdp_impressions,11993,DE,"de_DE,en_US"
M22613,top_seller,4,DE,"de_DE,en_US"
M22613,random,0,DE,"de_DE,en_US"
M22660,pdp_impressions,8193,DE,"de_DE,en_US"
M22660,top_seller,230,DE,"de_DE,en_US"
M22660,random,0,DE,"de_DE,en_US"
M22661,pdp_impressions,1784,DE,"de_DE,en_US"
M22661,top_seller,69,DE,"de_DE,en_US"
M22661,random,0,DE,"de_DE,en_US"
M22662,pdp_impressions,417,DE,"de_DE,en_US"
M22662,top_seller,26,DE,"de_DE,en_US"
M22662,random,0,DE,"de_DE,en_US"
M22663,pdp_impressions,3961,DE,"de_DE,en_US"
M22663,top_seller,61,DE,"de_DE,en_US"
M22663,random,0,DE,"de_DE,en_US"
M22664,pdp_impressions,867,DE,"de_DE,en_US"
M22664,top_seller,23,DE,"de_DE,en_US"
M22664,random,0,DE,"de_DE,en_US"
M22682,pdp_impressions,3003,DE,"de_DE,en_US"
M22682,top_seller,30,DE,"de_DE,en_US"
M22682,random,0,DE,"de_DE,en_US"
M22796,pdp_impressions,558,DE,"de_DE,en_US"
M22796,top_seller,80,DE,"de_DE,en_US"
M22796,random,0,DE,"de_DE,en_US"
M22797,pdp_impressions,219,DE,"de_DE,en_US"
M22797,top_seller,101,DE,"de_DE,en_US"
M22797,random,0,DE,"de_DE,en_US"
M229,pdp_impressions,326,DE,"de_DE,en_US"
M229,top_seller,115,DE,"de_DE,en_US"
M229,random,0,DE,"de_DE,en_US"
M23067,pdp_impressions,5514,DE,"de_DE,en_US"
M23067,top_seller,46,DE,"de_DE,en_US"
M23067,random,0,DE,"de_DE,en_US"
M23340,pdp_impressions,8017,DE,"de_DE,en_US"
M23340,top_seller,100,DE,"de_DE,en_US"
M23340,random,0,DE,"de_DE,en_US"
M23343,pdp_impressions,29,DE,"de_DE,en_US"
M23343,top_seller,258,DE,"de_DE,en_US"
M23343,random,0,DE,"de_DE,en_US"
M23345,pdp_impressions,261,DE,"de_DE,en_US"
M23345,top_seller,226,DE,"de_DE,en_US"
M23345,random,0,DE,"de_DE,en_US"
M23432,pdp_impressions,2993,DE,"de_DE,en_US"
M23432,top_seller,195,DE,"de_DE,en_US"
M23432,random,0,DE,"de_DE,en_US"
M23436,pdp_impressions,1460,DE,"de_DE,en_US"
M23436,top_seller,37,DE,"de_DE,en_US"
M23436,random,0,DE,"de_DE,en_US"
M23438,pdp_impressions,12228,DE,"de_DE,en_US"
M23438,top_seller,190,DE,"de_DE,en_US"
M23438,random,0,DE,"de_DE,en_US"
M23440,pdp_impressions,5231,DE,"de_DE,en_US"
M23440,top_seller,64,DE,"de_DE,en_US"
M23440,random,0,DE,"de_DE,en_US"
M23441,pdp_impressions,3002,DE,"de_DE,en_US"
M23441,top_seller,63,DE,"de_DE,en_US"
M23441,random,0,DE,"de_DE,en_US"
M23444,pdp_impressions,5422,DE,"de_DE,en_US"
M23444,top_seller,137,DE,"de_DE,en_US"
M23444,random,0,DE,"de_DE,en_US"
M23450,pdp_impressions,8631,DE,"de_DE,en_US"
M23450,top_seller,25,DE,"de_DE,en_US"
M23450,random,0,DE,"de_DE,en_US"
M23451,pdp_impressions,459,DE,"de_DE,en_US"
M23451,top_seller,164,DE,"de_DE,en_US"
M23451,random,0,DE,"de_DE,en_US"
M23454,pdp_impressions,31,DE,"de_DE,en_US"
M23454,top_seller,107,DE,"de_DE,en_US"
M23454,random,0,DE,"de_DE,en_US"
